org_train_loss,org_train_acc,org_train_f1,train_loss,train_acc,train_f1,org_valid_loss,org_valid_acc,org_valid_f1,valid_loss,valid_acc,valid_f1,min_valid_loss,diff_train_loss,diff_valid_loss,diff_loss
0.056892734020949,0.400887362244168,0.361330370850477,0.051986921578646,0.46242774566474,0.414437203653541,0.072817824780941,0.245140388768898,0.205544746114583,0.06646054983139,0.264705882352941,0.225,0.054455310106278,0,0,0
0.0550606995821,0.447974810362101,0.434121852652421,0.049356285482645,0.554913294797688,0.525418160741122,0.070294380187988,0.326565874730022,0.233784852636053,0.061367820948362,0.441176470588235,0.279761904761905,0.054455310106278,-0.002630636096001,-0.005092728883028,0
0.052972808480263,0.48661800486618,0.454306118511422,0.047113817185164,0.572254335260116,0.522272469933202,0.072214901447296,0.250755939524838,0.176237090890033,0.063157841563225,0.294117647058824,0.157837301587302,0.054455310106278,-0.002242468297481,0.001790020614863,1
0.048721309751272,0.518009636944802,0.483941418658712,0.042094953358173,0.653179190751445,0.606656358212011,0.073965348303318,0.289416846652268,0.228403701086998,0.063390463590622,0.382352941176471,0.258547008547009,0.054455310106278,-0.005018863826991,0.000232622027397,1
0.046880654990673,0.539955154811316,0.521852865096103,0.040789797902107,0.676300578034682,0.657160326483646,0.07181990146637,0.311015118790497,0.238061951342346,0.061310727149248,0.411764705882353,0.279861111111111,0.054455310106278,-0.001305155456066,-0.002079736441374,0
0.04584750533104,0.560326320309146,0.529433275075347,0.03944680839777,0.682080924855491,0.653109437076828,0.069038555026054,0.296976241900648,0.232151689070915,0.059646997600794,0.441176470588235,0.375213675213675,0.054455310106278,-0.001342989504337,-0.001663729548454,0
0.045402240008116,0.565383330947951,0.543340070111627,0.038968242704868,0.676300578034682,0.650055237971905,0.073423504829407,0.264794816414687,0.200038344760568,0.063052140176296,0.411764705882353,0.327991452991453,0.054455310106278,-0.000478565692902,0.003405142575502,1
0.043614152818918,0.585277419970421,0.55335653352757,0.037232428789139,0.710982658959538,0.677971590192082,0.070796117186546,0.326349892008639,0.255733896688185,0.060079049319029,0.382352941176471,0.269984917043741,0.054455310106278,-0.001735813915729,-0.002973090857267,0
0.044411290436983,0.59076379943705,0.586846498360625,0.037557035684586,0.763005780346821,0.761455449366506,0.078573405742645,0.261123110151188,0.208938841060661,0.067682392895222,0.294117647058824,0.196212121212121,0.054455310106278,0.000324606895447,0.007603343576193,0
0.070367373526096,0.37875101378751,0.356021746218826,0.05914256349206,0.427745664739884,0.380153822457978,0.096678018569946,0.169762419006479,0.140286159284678,0.081162095069885,0.235294117647059,0.180976430976431,0.054455310106278,0.021585527807474,0.013479702174663,0
0.042465552687645,0.604885263107676,0.578794612260934,0.035038657486439,0.728323699421965,0.691764576200851,0.073912888765335,0.283585313174946,0.217294308708384,0.061688710004091,0.294117647058824,0.208547008547009,0.054455310106278,-0.024103906005621,-0.019473385065794,0
0.044152680784464,0.58098373169219,0.555472996797355,0.036003440618515,0.699421965317919,0.672809103953172,0.080396786332131,0.260475161987041,0.189840486812253,0.067029975354672,0.264705882352941,0.196897546897547,0.054455310106278,0.000964783132076,0.005341265350581,0
0.041797261685133,0.60297695720624,0.578139578433596,0.034419741481543,0.745664739884393,0.724806969328639,0.072906121611595,0.292224622030238,0.225692421926805,0.05994787812233,0.382352941176471,0.264499389499389,0.054455310106278,-0.001583699136972,-0.007082097232342,0
0.042328361421824,0.593340012403988,0.568320366550892,0.033911224454641,0.751445086705202,0.721427764634286,0.07937740534544,0.29719222462203,0.212807682903136,0.064105674624443,0.382352941176471,0.229788838612368,0.054455310106278,-0.000508517026902,0.004157796502113,1
0.039463520050049,0.644148657029722,0.634496111667124,0.031706552952528,0.861271676300578,0.855028743095597,0.073291853070259,0.279481641468682,0.222721897440045,0.060952495783568,0.352941176470588,0.224420024420024,0.054455310106278,-0.002204671502113,-0.003153178840875,0
0.040514923632145,0.630647392777062,0.624208477154173,0.032783087342978,0.820809248554913,0.820593563467494,0.072144456207752,0.34902807775378,0.280655709605003,0.05917401984334,0.441176470588235,0.357448107448107,0.054455310106278,0.00107653439045,-0.001778475940228,1
0.040285229682922,0.621201278564954,0.609571477452799,0.032163724303246,0.84393063583815,0.845064421592291,0.078199021518231,0.29524838012959,0.24653563831739,0.064490258693695,0.323529411764706,0.270584045584046,0.054455310106278,-0.000619363039732,0.005316238850355,1
0.044974438846111,0.563141071513764,0.560829954226746,0.036971971392632,0.699421965317919,0.697127853889363,0.074141159653664,0.342548596112311,0.270176502422397,0.060198750346899,0.411764705882353,0.304181929181929,0.054455310106278,0.004808247089386,-0.004291508346796,1
