org_train_loss,org_train_acc,org_train_f1,train_loss,train_acc,train_f1,org_valid_loss,org_valid_acc,org_valid_f1,valid_loss,valid_acc,valid_f1,min_valid_loss
0.005078369751573,0.957238536836682,0.954502797812444,0.001575625501573,1,1,0.033856015652418,0.718291054739653,0.666357881939932,0.017643962055445,0.833333333333333,0.773570019723866,0.007541608996689
0.005319732241333,0.954662545079855,0.944727015249748,0.001831685309298,0.988505747126437,0.986324786324786,0.043946363031864,0.643524699599466,0.599636323106508,0.030772473663092,0.733333333333333,0.660749506903353,0.007541608996689
0.001181505038403,0.989696032972694,0.988962469137483,0.000229047465837,1,1,0.022839166224003,0.813084112149533,0.731022775228374,0.009638114832342,0.933333333333333,0.824852071005917,0.007541608996689
0.001531427842565,0.986089644513138,0.985361355654118,0.000327263289364,1,1,0.029822429642081,0.757009345794392,0.705532531811001,0.015488763339818,0.866666666666667,0.816305062458909,0.007541608996689
0.00156457000412,0.986604842864503,0.983176701025074,0.000245271628955,1,1,0.026059875264764,0.781041388518024,0.713799463939807,0.013014466501772,0.866666666666667,0.799211045364892,0.007541608996689
0.001561434241012,0.986089644513138,0.983196222070857,0.000329684553435,1,1,0.030205266550183,0.753004005340454,0.686193852741092,0.015212282538414,0.9,0.853846153846154,0.007541608996689
0.001401310786605,0.988150437918599,0.985292542819557,0.000269838725217,1,1,0.02866698987782,0.771695594125501,0.732812069492518,0.014680222608149,0.866666666666667,0.809467455621302,0.007541608996689
0.0023708359804,0.980937660999485,0.974983717231459,0.000642998958938,1,1,0.034085050225258,0.72630173564753,0.661104020708834,0.020560251548886,0.766666666666667,0.686390532544379,0.007541608996689
0.000723045261111,0.995363214837712,0.995350081112151,9.94011061266065E-05,1,1,0.029341720044613,0.761014686248331,0.699467351642072,0.014543476514518,0.866666666666667,0.809467455621302,0.007541608996689
0.001264884602278,0.988665636269964,0.987365929746884,0.000149111889186,1,1,0.026034381240606,0.789052069425901,0.729230041438527,0.011465081945062,0.9,0.736939983093829,0.007541608996689
0.000709054875188,0.994848016486347,0.995092225194013,0.000139980460517,1,1,0.033551208674908,0.731642189586115,0.6891996870272,0.01750654168427,0.833333333333333,0.786390532544379,0.007541608996689
0.000880545238033,0.993302421432251,0.993932057089368,0.00010745524196,1,1,0.02102486230433,0.830440587449933,0.763697289987686,0.007541608996689,0.933333333333333,0.824852071005917,0.007541608996689
0.001342535484582,0.987635239567233,0.982463456165465,0.000256147322943,1,1,0.027824152261019,0.785046728971963,0.725357753539531,0.011754395440221,0.933333333333333,0.865877712031558,0.007541608996689
0.002829124685377,0.977846470891293,0.976579210884399,0.000593064061832,1,1,0.026942977681756,0.794392523364486,0.721878727089626,0.011058991774917,0.933333333333333,0.805128205128205,0.007541608996689
0.001119587104768,0.99124162802679,0.988468695216939,0.000177554771653,1,1,0.028220422565937,0.774365821094793,0.713691419140016,0.014230953529477,0.9,0.843589743589744,0.007541608996689
0.001868897117674,0.984028851107676,0.984643416493302,0.000330510752974,1,1,0.038952667266131,0.69826435246996,0.634197997635612,0.020728629082441,0.866666666666667,0.809467455621302,0.007541608996689
0.001530966022983,0.986604842864503,0.982967142658459,0.000174303626409,1,1,0.031468436121941,0.757009345794392,0.713900961600127,0.014626359567046,0.833333333333333,0.786390532544379,0.007541608996689
0.002275559352711,0.980937660999485,0.976596451117544,0.000447149242973,1,1,0.028264803811908,0.774365821094793,0.703808398614906,0.012510758824647,0.9,0.736939983093829,0.007541608996689
0.000664826424327,0.993817619783617,0.993626281193807,8.81081359693781E-05,1,1,0.02861368842423,0.775700934579439,0.720512892222691,0.013128716498613,0.866666666666667,0.799211045364892,0.007541608996689
0.000310025963699,0.997939206594539,0.999068239804908,3.39370162691921E-05,1,1,0.029121406376362,0.773030707610147,0.710718944749941,0.014539790339768,0.866666666666667,0.809467455621302,0.007541608996689
0.000698171847034,0.994848016486347,0.994336914473563,7.65413642511703E-05,1,1,0.03107475861907,0.769025367156208,0.722435820561565,0.015707598999143,0.866666666666667,0.809467455621302,0.007541608996689
0.003199083264917,0.973209685729005,0.971890256583013,0.000558167230338,1,1,0.038142617791891,0.710280373831776,0.652811432591186,0.017038302496076,0.9,0.839160839160839,0.007541608996689
0.000952812901232,0.99021123132406,0.986300531555063,0.000115927789011,1,1,0.030129186809063,0.758344459279039,0.696227749588404,0.012830305844545,0.866666666666667,0.799211045364892,0.007541608996689
0.003777007805184,0.969603297269449,0.969367638390971,0.000939866760746,1,1,0.041991923004389,0.683578104138852,0.637380212892883,0.021757286041975,0.833333333333333,0.790664036817883,0.007541608996689
0.000947994354647,0.993302421432251,0.993375233202947,0.000145651545608,1,1,0.030084570869804,0.777036048064085,0.711482361311163,0.013638870790601,0.833333333333333,0.794139194139194,0.007541608996689
0.000778463669121,0.992787223080886,0.989645386055157,9.31056420085952E-05,1,1,0.027222698554397,0.789052069425901,0.714417829299054,0.008604194968939,0.966666666666667,0.897435897435897,0.007541608996689
0.001064636395313,0.991756826378155,0.988348202403808,9.10621602088213E-05,1,1,0.037590697407723,0.720961281708945,0.643028457359079,0.018068375065923,0.833333333333333,0.730679576833423,0.007541608996689
0.000474013213534,0.995363214837712,0.996207626417208,5.20214744028635E-05,1,1,0.028462240472436,0.791722296395194,0.720725076712102,0.012324986048043,0.9,0.801775147928994,0.007541608996689
0.000402044621296,0.997424008243173,0.997460659009384,6.56225529382937E-05,1,1,0.027721807360649,0.790387182910547,0.724599756245728,0.012167537584901,0.833333333333333,0.790664036817883,0.007541608996689
0.000559142790735,0.994332818134982,0.99369195520857,7.84073854447343E-05,1,1,0.024613155052066,0.807743658210948,0.730937053749941,0.010187719017267,0.933333333333333,0.814595660749507,0.007541608996689
0.000837085070089,0.993817619783617,0.99396429566954,0.000155094632646,1,1,0.032851934432983,0.750333778371162,0.676337898705241,0.014858728274703,0.833333333333333,0.731755424063116,0.007541608996689
0.00150349654723,0.988150437918599,0.986231220918491,0.000215771098738,1,1,0.02759400010109,0.787716955941255,0.72567302604235,0.011405237950385,0.866666666666667,0.816305062458909,0.007541608996689
0.000519565539435,0.997424008243173,0.997092584574573,0.000103973063233,1,1,0.028331099078059,0.785046728971963,0.726354978313073,0.012422455474734,0.9,0.81785906401291,0.007541608996689
0.000176375979208,0.99896960329727,0.999164459838078,1.77114652615273E-05,1,1,0.030327899381518,0.773030707610147,0.722116185655427,0.013531477190554,0.833333333333333,0.790664036817883,0.007541608996689
0.000316713587381,0.997424008243173,0.997768756316566,1.95180637092562E-05,1,1,0.029652154073119,0.773030707610147,0.704179441233581,0.013400203548372,0.833333333333333,0.793616639770486,0.007541608996689
0.0002339790517,0.997939206594539,0.998039944061389,3.890844527632E-05,1,1,0.025901656597853,0.807743658210948,0.743977837550458,0.008853259496391,0.933333333333333,0.831689677843524,0.007541608996689
0.000580467691179,0.996393611540443,0.996841231625625,7.34218992874958E-05,1,1,0.030497372150421,0.773030707610147,0.712402173814942,0.014585157856345,0.833333333333333,0.790664036817883,0.007541608996689
0.000726063153706,0.992787223080886,0.991034633977882,0.000101285004348,1,1,0.032715275883675,0.762349799732977,0.714580888293658,0.01505443174392,0.9,0.853846153846154,0.007541608996689
0.000409532716731,0.996908809891808,0.995520723081313,4.19824173150118E-05,1,1,0.024540577083826,0.81041388518024,0.746103399282949,0.009261668659747,0.9,0.81785906401291,0.007541608996689
0.000269923562882,0.997939206594539,0.997108873468022,2.6500660169404E-05,1,1,0.023935174569488,0.814419225634179,0.751531270687125,0.008624755777419,0.966666666666667,0.91715976331361,0.007541608996689
