org_train_loss,org_train_acc,org_train_f1,train_loss,train_acc,train_f1,org_valid_loss,org_valid_acc,org_valid_f1,valid_loss,valid_acc,valid_f1,min_valid_loss,minp_valid_loss,diff_train_loss,diff_valid_loss,diff_loss,dif_orgf_valid_loss,diff_PR,min_org_valid_loss,minp_org_valid_loss
0.03263895958662,0.764870006341154,0.769201654529356,0.02218951843679,0.878205128205128,0.879964706537287,0.059164084494114,0.621804654711942,0.60076461064669,0.040888320654631,0.666666666666667,0.617857142857143,0.017610745504499,,0,0,0,0,0,0.029334655031562,
0.021873082965613,0.858148383005707,0.856916828487516,0.013878368772566,0.897435897435897,0.893679339477727,0.047291666269302,0.746756962991225,0.744818365150713,0.029239553958178,0.8,0.78452380952381,0.017610745504499,,-0.008311149664223,-0.011648766696453,0,-0.011872418224812,0,0.029334655031562,
0.020308697596192,0.861530331853731,0.860001101502957,0.011591883376241,0.948717948717949,0.948401253918495,0.05103325471282,0.66854254101488,0.649343780295294,0.032642334699631,0.733333333333333,0.69,0.017610745504499,,-0.002286485396326,0.003402780741453,1,0.003741588443518,0,0.029334655031562,
0.014530412852764,0.903043753963221,0.903377203050431,0.007613060530275,0.980769230769231,0.980821114369502,0.038387432694435,0.778328882106066,0.768479553725049,0.024181285873056,0.833333333333333,0.815714285714286,0.017610745504499,,-0.003978822845966,-0.008461048826575,0,-0.012645822018385,0,0.029334655031562,
0.01494652684778,0.898499260198689,0.89831348067989,0.008439471945167,0.974358974358974,0.97453431372549,0.036479651927948,0.793971766501335,0.783735603386937,0.023549133911729,0.8,0.775,0.017610745504499,,0.000826411414891,-0.000632151961327,1,-0.001907780766487,0,0.029334655031562,
0.013687997125089,0.912999365884591,0.91313563789135,0.007838576100767,0.955128205128205,0.954691728767499,0.042305495589972,0.726058756199924,0.707130800162307,0.028549922630191,0.733333333333333,0.706428571428571,0.017610745504499,,-0.0006008958444,0.005000788718462,1,0.005825843662024,0,0.029334655031562,
0.018357744440436,0.865144789685056,0.862108246832174,0.010801702737808,0.948717948717949,0.946119431643625,0.034058287739754,0.803223960320488,0.792061385053953,0.01999712921679,0.8,0.775,0.017610745504499,,0.002963126637042,-0.008552793413401,1,-0.008247207850218,0,0.029334655031562,
0.0108573269099,0.926210103572184,0.926224439715389,0.004879004321992,0.993589743589744,0.993548387096774,0.031494800001383,0.82039297977871,0.811133419543705,0.019474778324366,0.833333333333333,0.815714285714286,0.017610745504499,,-0.005922698415816,-0.000522350892425,0,-0.002563487738371,0,0.029334655031562,
0.011051926761866,0.922954977805961,0.923370284637114,0.005345935001969,0.987179487179487,0.987265311625712,0.038763575255871,0.776707363601679,0.764460925030427,0.024729399010539,0.833333333333333,0.815714285714286,0.017610745504499,,0.000466930679977,0.005254620686173,0,0.007268775254488,0,0.029334655031562,
0.010447092354298,0.930205030648911,0.930770830202538,0.004841429647058,0.987179487179487,0.987487781036168,0.038071002811194,0.750953834414346,0.738034005869807,0.024606863036752,0.8,0.781428571428571,0.017610745504499,,-0.000504505354911,-0.000122535973787,0,-0.000692572444677,0,0.029334655031562,
0.011568016372621,0.925343479179877,0.924532559352223,0.006028290838003,0.974358974358974,0.973949579831933,0.029334655031562,0.833460511255246,0.826731860903863,0.017731277272105,0.866666666666667,0.86,0.017610745504499,,0.001186861190945,-0.006875585764647,1,-0.008736347779632,0,0.029334655031562,0.029334655031562
0.010614453814924,0.928450644683999,0.929068652727401,0.004904116503894,0.980769230769231,0.981042277614858,0.045192644000054,0.715375810759252,0.697132381093939,0.027466531842947,0.8,0.751428571428571,0.017610745504499,,-0.001124174334109,0.009735254570842,1,0.015857988968492,0,0.029334655031562,
0.009905523620546,0.938448530965969,0.939259045164451,0.004708744119853,0.980769230769231,0.981313628899836,0.034078281372786,0.811045402518123,0.803587723827997,0.020583914592862,0.866666666666667,0.85,0.017610745504499,,-0.000195372384042,-0.006882617250085,0,-0.011114362627268,0,0.029334655031562,
0.008497034199536,0.945825406890721,0.946259169685624,0.003585832891986,1,1,0.031668815761805,0.820869896985883,0.80862112305073,0.019227623939514,0.833333333333333,0.815714285714286,0.017610745504499,,-0.001122911227867,-0.001356290653348,0,-0.002409465610981,0,0.029334655031562,
0.008853205479682,0.938194884802367,0.938067624093116,0.003720312612131,0.987179487179487,0.987069808204402,0.04146883636713,0.774895078214422,0.763439090936146,0.026933679357171,0.8,0.787380952380952,0.017610745504499,,0.000134479720145,0.007706055417657,0,0.009800020605326,0,0.029334655031562,
0.007291133981198,0.945149017121116,0.945604540687941,0.00292893871665,0.993589743589744,0.993521421107628,0.035708371549845,0.795497901564288,0.785390738380086,0.023729873821139,0.866666666666667,0.85,0.017610745504499,,-0.000791373895481,-0.003203805536032,0,-0.005760464817286,0,0.029334655031562,
0.007427635136992,0.95277953920947,0.952955406326992,0.002995151560754,0.993589743589744,0.993548387096774,0.032226175069809,0.81724532621137,0.80844738790255,0.018028864637017,0.866666666666667,0.85,0.017610745504499,,6.62128441035752E-05,-0.005701009184122,1,-0.003482196480036,0,0.029334655031562,
0.0088065629825,0.939188332276474,0.939349373389446,0.00348393432796,0.993589743589744,0.993521421107628,0.029670260846615,0.842808088515834,0.834961636188514,0.017892574891448,0.833333333333333,0.815714285714286,0.017610745504499,,0.000488782767206,-0.000136289745569,1,-0.002555914223194,0,0.029334655031562,
0.008842205628753,0.936144578313253,0.93630430441365,0.003618851769716,0.993589743589744,0.993521421107628,0.04110910743475,0.733594048073254,0.710429190666033,0.028906863182783,0.733333333333333,0.682142857142857,0.017610745504499,,0.000134917441756,0.011014288291335,0,0.011438846588135,0,0.029334655031562,
0.009158040396869,0.930606637074614,0.930213982251648,0.004067279398441,0.987179487179487,0.987292277614858,0.034171253442764,0.821251430751621,0.816469239226063,0.020807085558772,0.833333333333333,0.821666666666667,0.017610745504499,,0.000448427628726,-0.008099777624011,1,-0.006937853991985,0,0.029334655031562,
0.007644899189472,0.942337772141196,0.942261018828471,0.00335957063362,1,1,0.036650326102972,0.794734834032812,0.782720309852409,0.022460861131549,0.866666666666667,0.85,0.017610745504499,,-0.000707708764821,0.001653775572777,1,0.002479072660208,0,0.029334655031562,
0.007021355442703,0.951553582752061,0.951825249438583,0.00275297742337,0.993589743589744,0.993521421107628,0.036440651863813,0.799408622663105,0.791798692709997,0.021932512521744,0.833333333333333,0.821666666666667,0.017610745504499,,-0.00060659321025,-0.000528348609805,0,-0.000209674239159,0,0.029334655031562,
0.006559252738953,0.954893257239484,0.955155437318485,0.002313711913303,1,1,0.040559105575085,0.757344524990462,0.747768725422903,0.027154346928001,0.8,0.788333333333333,0.017610745504499,,-0.000439265510067,0.005221834406257,1,0.004118453711271,0,0.029334655031562,
0.007702893577516,0.944071020925808,0.943981003620182,0.003383433213457,0.993589743589744,0.993548387096774,0.041316233575344,0.778138115223197,0.770486753773535,0.024112232029438,0.8,0.787380952380952,0.017610745504499,,0.001069721300155,-0.003042114898562,1,0.000757128000259,1,0.029334655031562,
0.006299096625298,0.959057281758613,0.95943080043593,0.002328316913918,0.993589743589744,0.993743890518084,0.043857902288437,0.742941625333842,0.731046719789737,0.027855860069394,0.766666666666667,0.754047619047619,0.017610745504499,,-0.00105511629954,0.003743628039956,1,0.002541668713093,0,0.029334655031562,
0.005935525521636,0.957408581695202,0.957549209928939,0.001986549934372,1,1,0.031136540696025,0.829835940480733,0.822890175468672,0.017610745504499,0.866666666666667,0.85,0.017610745504499,0.017610745504499,-0.000341766979545,-0.010245114564896,0,-0.012721361592412,0,0.029334655031562,
0.007591555360705,0.94576199534982,0.945996179275679,0.003410227131099,0.987179487179487,0.987265311625712,0.042700052261353,0.759347577260587,0.747753229925316,0.02784132771194,0.8,0.788333333333333,0.017610745504499,,0.001423677196726,0.010230582207441,0,0.011563511565328,0,0.029334655031562,
0.006496149115264,0.946079053054323,0.946210372323173,0.002633546246216,0.993589743589744,0.993548387096774,0.04040252417326,0.76774132010683,0.75651636476327,0.025136597454548,0.8,0.787380952380952,0.017610745504499,,-0.000776680884883,-0.002704730257392,0,-0.002297528088093,0,0.029334655031562,
0.005698945838958,0.958254068907208,0.958516459394439,0.002228281460702,0.987179487179487,0.987265311625712,0.038912292569876,0.758489126287676,0.75056352808251,0.023792676627636,0.8,0.787380952380952,0.017610745504499,,-0.000405264785513,-0.001343920826912,0,-0.001490231603384,0,0.029334655031562,
0.006048497743905,0.958169520186007,0.958288706286454,0.002016467042267,1,1,0.040237195789814,0.764689049980923,0.757969550718642,0.024537799879909,0.733333333333333,0.718333333333333,0.017610745504499,,-0.000211814418435,0.000745123252273,1,0.001324903219938,0,0.029334655031562,
