org_train_loss,org_train_acc,org_train_f1,train_loss,train_acc,train_f1,org_valid_loss,org_valid_acc,org_valid_f1,valid_loss,valid_acc,valid_f1,min_valid_acc
0.02655085735023,0.820672162333545,0.819832034360167,0.017699040472508,0.878205128205128,0.879292670868866,0.04587621986866,0.724532621136971,0.694680063364051,0.02861219085753,0.8,0.754761904761905,0.019920630380511
0.022088618949056,0.849439864722046,0.849237772188794,0.013426696881652,0.948717948717949,0.949478592419769,0.038338407874107,0.781858069439145,0.777992657318254,0.02337116189301,0.833333333333333,0.821666666666667,0.019920630380511
0.022710604593158,0.842274360600296,0.842185081463514,0.013786068186164,0.923076923076923,0.922854158451881,0.052402574568987,0.659958031285769,0.634210029007707,0.034420393407345,0.733333333333333,0.717142857142857,0.019920630380511
0.018687544390559,0.879792855633058,0.879310008833978,0.010883176699281,0.935897435897436,0.933615158413545,0.047749571502209,0.745421594811141,0.713857718499986,0.036281995475292,0.733333333333333,0.682380952380952,0.019920630380511
0.017017900943756,0.895962798562672,0.896408579197781,0.009418924339116,0.948717948717949,0.947561458992199,0.048173639923334,0.697443723769554,0.654585211590086,0.033722531050444,0.7,0.622380952380952,0.019920630380511
0.017744343727827,0.870872965546396,0.869193933288145,0.010563329793513,0.92948717948718,0.925255874469092,0.052670247852802,0.660339565051507,0.612757805199754,0.039123103022575,0.733333333333333,0.659761904761905,0.019920630380511
0.010920194908977,0.923821602198267,0.924230552347656,0.005595151335001,0.987179487179487,0.987265311625712,0.050726771354675,0.669019458222053,0.654041623604305,0.036664638668299,0.7,0.653333333333333,0.019920630380511
0.010000148788095,0.928154724159797,0.928346624007478,0.004571732599288,0.987179487179487,0.986796536796537,0.036167040467262,0.810377718428081,0.798500818732925,0.021986339241266,0.866666666666667,0.85,0.019920630380511
0.009745253250003,0.935531600084549,0.935595451355895,0.004651638679206,0.974358974358974,0.974290903539088,0.044183690100908,0.740557039297978,0.729352580138262,0.028391476720572,0.8,0.755714285714286,0.019920630380511
0.010074342601001,0.935277953920947,0.935850505047821,0.004850008524954,0.980769230769231,0.981214421252372,0.044951986521483,0.733212514307516,0.718503553064407,0.029251711443067,0.766666666666667,0.727380952380952,0.019920630380511
0.009717545472085,0.93003593320651,0.930054614579093,0.004649674054235,0.980769230769231,0.980999367488931,0.046036001294851,0.7422739412438,0.72090942374842,0.031716268509626,0.8,0.761666666666667,0.019920630380511
0.008093914948404,0.941513422109491,0.941606081796834,0.003360726404935,1,1,0.038694124668837,0.775658145745899,0.763610318586999,0.025519166141749,0.8,0.781428571428571,0.019920630380511
0.010383249260485,0.933143098710632,0.933103057933353,0.004870630800724,0.974358974358974,0.974375610948191,0.042997870594263,0.767455169782526,0.7492597473097,0.02479312941432,0.833333333333333,0.785714285714286,0.019920630380511
0.011013126000762,0.927943352356796,0.92822640977681,0.005520149599761,0.980769230769231,0.980821114369502,0.041323974728584,0.77632582983594,0.75855087289777,0.028620345517993,0.766666666666667,0.715,0.019920630380511
0.007564892061055,0.950982878883957,0.951422444458679,0.003050212981179,0.993589743589744,0.993743890518084,0.036316402256489,0.809614650896604,0.798108457498729,0.021475283429027,0.866666666666667,0.85,0.019920630380511
0.009318921715021,0.940097231029381,0.940042856366722,0.004005827941,0.987179487179487,0.987292277614858,0.051763918250799,0.687809996184662,0.669978775796584,0.034346964210272,0.733333333333333,0.69525974025974,0.019920630380511
0.007221683394164,0.95284295075037,0.953070565244703,0.002617665566504,0.993589743589744,0.993743890518084,0.038227967917919,0.783574971384968,0.772985843026929,0.02193502895534,0.833333333333333,0.815714285714286,0.019920630380511
0.006675766780972,0.953688437962376,0.953838094725549,0.002389903180301,0.993589743589744,0.993743890518084,0.040715157985687,0.751716901945822,0.741008499242453,0.024495912715793,0.8,0.755714285714286,0.019920630380511
0.007934934459627,0.944937645318114,0.945483478562346,0.003446354297921,0.980769230769231,0.980972401499785,0.045089587569237,0.733880198397558,0.728173003397156,0.029227621853352,0.833333333333333,0.815714285714286,0.019920630380511
0.007418965920806,0.948805749313042,0.949171517387481,0.003067568643019,0.987179487179487,0.987069808204402,0.045305073261261,0.743227775658146,0.731784598006966,0.02821128629148,0.766666666666667,0.723809523809524,0.019920630380511
0.006193715147674,0.958106108645107,0.958482083403993,0.002197418129072,0.993589743589744,0.993743890518084,0.040797095745802,0.750286150324304,0.729487857712265,0.026865044608712,0.8,0.755714285714286,0.019920630380511
0.006433920003474,0.956288311139294,0.956470776742131,0.002344781300053,0.987179487179487,0.987292277614858,0.041123405098915,0.772892025944296,0.759066386279881,0.026611493900418,0.833333333333333,0.815714285714286,0.019920630380511
0.00849355943501,0.942802790107799,0.943335527583282,0.003642505500466,0.987179487179487,0.987450980392157,0.052555654197931,0.665871804654712,0.622457258638081,0.038726091384888,0.666666666666667,0.59,0.019920630380511
0.006279746070504,0.950686958359755,0.950209424570682,0.002276204992086,0.993589743589744,0.993743890518084,0.052875149995089,0.652231972529569,0.632970737646272,0.033374968916178,0.766666666666667,0.749047619047619,0.019920630380511
0.005979004316032,0.961192136968928,0.96156258975568,0.002090736757964,0.993589743589744,0.993743890518084,0.040025375783444,0.770412056466997,0.763127414528624,0.024613881483674,0.833333333333333,0.815714285714286,0.019920630380511
0.006404159124941,0.957683365039104,0.958036692225353,0.002449532970786,0.993589743589744,0.993743890518084,0.039629619568586,0.772892025944296,0.75944575911228,0.026486719027162,0.766666666666667,0.715,0.019920630380511
0.007850943133235,0.947770027478334,0.948416304125107,0.003011941211298,0.993589743589744,0.993743890518084,0.047840513288975,0.716329645173598,0.699947583131469,0.031269986182451,0.7,0.656666666666667,0.019920630380511
0.005863789934665,0.96281969985204,0.963144400926563,0.002244713017717,0.993589743589744,0.993743890518084,0.040192924439907,0.768313620755437,0.758210824816328,0.025385363027454,0.8,0.787380952380952,0.019920630380511
0.006590037606657,0.955865567533291,0.956152312823169,0.00231368211098,0.993589743589744,0.993743890518084,0.037955991923809,0.782716520412056,0.775513694955332,0.023272033780813,0.833333333333333,0.815714285714286,0.019920630380511
0.009333815425634,0.93576410906785,0.93603172061234,0.004137775395066,0.974358974358974,0.974369501466276,0.038054063916206,0.782048836322015,0.770401328390301,0.023161001503468,0.8,0.755714285714286,0.019920630380511
0.004780420102179,0.961340097231029,0.961780832793949,0.001646175980568,1,1,0.037160366773605,0.774895078214422,0.762278950405285,0.02001197822392,0.866666666666667,0.85,0.019920630380511
0.004928465001285,0.96577890509406,0.966105342006432,0.001597891328856,0.993589743589744,0.993743890518084,0.044494047760964,0.749427699351392,0.738101648893635,0.03022981621325,0.766666666666667,0.728333333333333,0.019920630380511
0.006285177543759,0.958423166349609,0.958888605146338,0.002409502863884,0.993589743589744,0.993743890518084,0.052509423345327,0.700686760778329,0.685990759820819,0.03754697367549,0.733333333333333,0.71452380952381,0.019920630380511
0.005532192531973,0.963263580638343,0.963675494055801,0.001942504313774,0.993589743589744,0.993743890518084,0.039983667433262,0.773845860358642,0.756575821609274,0.024455610662699,0.8,0.755714285714286,0.019920630380511
0.006073861848563,0.961783978017332,0.961763700510664,0.00214058207348,0.993589743589744,0.993743890518084,0.039161317050457,0.784242655475009,0.7735904989716,0.02313033118844,0.833333333333333,0.815714285714286,0.019920630380511
0.004623608663678,0.962058761361234,0.96237087881444,0.001670090248808,1,1,0.039015557616949,0.749332315909958,0.730783860040474,0.023999022319913,0.833333333333333,0.821666666666667,0.019920630380511
0.004979057237506,0.965398435848658,0.965689940680775,0.001441274071112,0.993589743589744,0.993743890518084,0.047193259000778,0.735883250667684,0.712807244275137,0.029635990038514,0.733333333333333,0.686666666666667,0.019920630380511
0.004273311235011,0.970682730923695,0.971039428867283,0.001267032581382,1,1,0.04226978123188,0.772796642502861,0.759992257635983,0.026798982173205,0.766666666666667,0.727380952380952,0.019920630380511
0.004422958008945,0.97004861551469,0.970370511669911,0.001406667870469,0.993589743589744,0.993743890518084,0.044675584882498,0.74351392598245,0.730247331160558,0.027393473312259,0.8,0.755714285714286,0.019920630380511
0.006954279262573,0.950771507080955,0.951237504641817,0.002844613278285,0.980769230769231,0.980846774193548,0.050598971545696,0.675410148798169,0.658350159476225,0.031616684049368,0.8,0.781428571428571,0.019920630380511
0.005921856500208,0.959775945888818,0.960187675154022,0.002103713573888,1,1,0.041653051972389,0.72787104158718,0.720485398404262,0.024185501039028,0.866666666666667,0.856428571428571,0.019920630380511
0.00445171026513,0.964003381948848,0.964239662210463,0.001501356600784,0.993589743589744,0.993743890518084,0.044064980000258,0.740557039297978,0.72938527078583,0.027161810547114,0.8,0.787380952380952,0.019920630380511
0.004654101561755,0.965588670471359,0.965895405665738,0.001583043951541,0.993589743589744,0.993743890518084,0.054550312459469,0.677794734834033,0.65027038855606,0.03652934730053,0.7,0.67,0.019920630380511
0.005270435940474,0.961234411329529,0.961658848575431,0.00183176912833,0.993589743589744,0.993743890518084,0.052786741405726,0.685234643265929,0.650957065049069,0.036170329898596,0.766666666666667,0.716666666666667,0.019920630380511
0.005807078909129,0.961636017755231,0.961998290515091,0.002068105852231,0.993589743589744,0.993548387096774,0.045599304139614,0.734166348721862,0.713829860234948,0.024931348860264,0.8,0.751428571428571,0.019920630380511
0.004621427506208,0.968146269287677,0.968502645573748,0.001520120771602,0.993589743589744,0.993743890518084,0.0402946844697,0.766692102251049,0.756011888314463,0.025622945278883,0.8,0.788333333333333,0.019920630380511
0.003687352873385,0.980786303107166,0.980890699135851,0.001088571967557,1,1,0.044559594243765,0.761922930179321,0.749589714379622,0.029624816030264,0.733333333333333,0.695,0.019920630380511
0.00403242604807,0.974487423377721,0.974693895243856,0.001019580638967,1,1,0.041219014674425,0.761159862647844,0.74735138474182,0.024403875693679,0.833333333333333,0.815714285714286,0.019920630380511
0.005002228543162,0.96863242443458,0.968891913693994,0.001838190248236,0.993589743589744,0.993521421107628,0.035365633666515,0.805608546356353,0.796617570602432,0.019920630380511,0.866666666666667,0.85,0.019920630380511
0.005819701589644,0.961995349820334,0.962351191818294,0.002122612902895,0.993589743589744,0.993548387096774,0.043460693210363,0.756486074017551,0.749722861758715,0.026292754337192,0.8,0.787380952380952,0.019920630380511
